id	type	woeId	label	wikiId	longitude	latitude	population	stateLabel	stateId	countryLabel	countryId	parentId
b19d76b4	CountyAdminArea	12589800	Abbeville County, South Carolina	Abbeville_County,_South_Carolina	-82.49045	34.24865	24527	South Carolina	540d0a4b	United States	f4aa12bb	540d0a4b
1c832332	CityTown	735305	Abrantes	Abrantes	-8.19993	39.46137	45350	Santarém, Portugal	9f5562f7	Portugal	a2222b56	9f5562f7
cdc74dcb	StateAdminArea	7153350	Abruzzo	Abruzzo	13.9009	42.2888	1307919			Italy	09edd772	09edd772
9dc3f935	CountyAdminArea	12588596	Acadia Parish, Louisiana	Acadia_Parish,_Louisiana	-92.38697	30.26516	62045	Louisiana	d8434284	United States	f4aa12bb	d8434284
6d88a149	CountyAdminArea	12590304	Accomack County, Virginia	Accomack_County,_Virginia	-75.65912	37.74323	32316	Virginia	b8fc73b9	United States	f4aa12bb	b8fc73b9
412d8d65	StateAdminArea	2344844	Acre (state)	Acre_(state)	-70.30189	-9.12846	733559			Brazil	618cd974	618cd974
f77100ac	CountyAdminArea	12588034	Ada County, Idaho	Ada_County,_Idaho	-116.24447	43.45983	481587	Idaho	342f5b41	United States	f4aa12bb	342f5b41
73b891f1	CountyAdminArea	12588272	Adair County, Iowa	Adair_County,_Iowa	-94.47101	41.33064	7152	Iowa	12a2001f	United States	f4aa12bb	12a2001f
b9d16f19	CountyAdminArea	12588476	Adair County, Kentucky	Adair_County,_Kentucky	-85.2851	37.11861	19202	Kentucky	c32ba685	United States	f4aa12bb	c32ba685
2cf79e0a	CountyAdminArea	12588966	Adair County, Missouri	Adair_County,_Missouri	-92.60072	40.19177	25343	Missouri	2fa59461	United States	f4aa12bb	2fa59461
d6deea01	CountyAdminArea	12589615	Adair County, Oklahoma	Adair_County,_Oklahoma	-94.6402	35.89994	22194	Oklahoma	ca8120a2	United States	f4aa12bb	ca8120a2
c80c5b17	CountyAdminArea	12587728	Adams County, Colorado	Adams_County,_Colorado	-104.37974	39.86963	517421	Colorado	dd0a216b	United States	f4aa12bb	dd0a216b
b187468f	CountyAdminArea	12588035	Adams County, Idaho	Adams_County,_Idaho	-116.4943	44.85638	4294	Idaho	342f5b41	United States	f4aa12bb	342f5b41
0dbd5949	CountyAdminArea	12588078	Adams County, Illinois	Adams_County,_Illinois	-91.21246	39.97857	65435	Illinois	33204009	United States	f4aa12bb	33204009
c269c5fb	CountyAdminArea	12588180	Adams County, Indiana	Adams_County,_Indiana	-84.93804	40.74546	35777	Indiana	2e86d5a1	United States	f4aa12bb	2e86d5a1
d80e71c8	CountyAdminArea	12588273	Adams County, Iowa	Adams_County,_Iowa	-94.69948	41.02915	3602	Iowa	12a2001f	United States	f4aa12bb	12a2001f
a6a1879a	CountyAdminArea	12588884	Adams County, Mississippi	Adams_County,_Mississippi	-91.40195	31.47064	30693	Mississippi	264d2a09	United States	f4aa12bb	264d2a09
e77d98db	CountyAdminArea	12589138	Adams County, Nebraska	Adams_County,_Nebraska	-98.50094	40.5245	31363	Nebraska	99e8e943	United States	f4aa12bb	99e8e943
afa3cdeb	CountyAdminArea	12589474	Adams County, North Dakota	Adams_County,_North_Dakota	-102.49687	46.11381	2216	North Dakota	ba23d922	United States	f4aa12bb	ba23d922
ad1cbe53	CountyAdminArea	12589527	Adams County, Ohio	Adams_County,_Ohio	-83.4866	38.82597	27698	Ohio	d74c75f2	United States	f4aa12bb	d74c75f2
77a7c3a0	CountyAdminArea	12589728	Adams County, Pennsylvania	Adams_County,_Pennsylvania	-77.21347	39.89482	103009	Pennsylvania	08e34ff1	United States	f4aa12bb	08e34ff1
e0dde52d	CountyAdminArea	12590440	Adams County, Washington	Adams_County,_Washington	-118.66444	46.99769	19983	Washington	4211c98d	United States	f4aa12bb	4211c98d
3643edc9	CountyAdminArea	12590534	Adams County, Wisconsin	Adams_County,_Wisconsin	-89.81296	43.94518	20220	Wisconsin	a5a6fe10	United States	f4aa12bb	a5a6fe10
1bdd90f4	CountyAdminArea	12590290	Addison County, Vermont	Addison_County,_Vermont	-73.08976	44.02863	36777	Vermont	351cf73c	United States	f4aa12bb	351cf73c
b68da6b9	Country	23424739	Afghanistan	Afghanistan	67.67894	33.93045	37172386					1713c6c2
31401fed	CountyAdminArea	12589801	Aiken County, South Carolina	Aiken_County,_South_Carolina	-81.59958	33.53742	170872	South Carolina	540d0a4b	United States	f4aa12bb	540d0a4b
a25ee035	CountyAdminArea	12588797	Aitkin County, Minnesota	Aitkin_County,_Minnesota	-93.4329	46.59217	15886	Minnesota	11f1fa88	United States	f4aa12bb	11f1fa88
ffba01d8	StateAdminArea	2347559	Alabama	Alabama	-86.83158	32.78488	4903185			United States	f4aa12bb	f4aa12bb
f17150e0	CountyAdminArea	12587803	Alachua County, Florida	Alachua_County,_Florida	-82.35396	29.68115	269043	Florida	ac78ae1d	United States	f4aa12bb	ac78ae1d
63a49dd0	StateAdminArea	2344845	Alagoas	Alagoas	-36.6938	-9.65535	3120494			Brazil	618cd974	618cd974
5ad00856	CountyAdminArea	12589374	Alamance County, North Carolina	Alamance_County,_North_Carolina	-79.38954	36.04665	169509	North Carolina	2a863897	United States	f4aa12bb	2a863897
f018a4e1	CountyAdminArea	12587670	Alameda County, California	Alameda_County,_California	-121.90585	37.6797	1671329	California	2902c400	United States	f4aa12bb	2902c400
b44fe8fa	CountyAdminArea	12587729	Alamosa County, Colorado	Alamosa_County,_Colorado	-105.74602	37.5542	16233	Colorado	dd0a216b	United States	f4aa12bb	dd0a216b
b73c0248	StateAdminArea	2347560	Alaska	Alaska	-149.106	63.0365	731545			United States	f4aa12bb	f4aa12bb
2f6bda35	Country	23424742	Albania	Albania	20.17001	41.15265	2866376					1713c6c2
e4858985	CountyAdminArea	12589312	Albany County, New York	Albany_County,_New_York	-73.97103	42.61467	305506	New York (state)	f7a12080	United States	f4aa12bb	f7a12080
d2096c78	CountyAdminArea	12590606	Albany County, Wyoming	Albany_County,_Wyoming	-105.79748	41.71486	38880	Wyoming	fa783aae	United States	f4aa12bb	fa783aae
d90f9aba	CountyAdminArea	12590305	Albemarle County, Virginia	Albemarle_County,_Virginia	-78.52358	38.00034	109330	Virginia	b8fc73b9	United States	f4aa12bb	b8fc73b9
83a41259	CityTown|CountyAdminArea	735558	Albergaria-a-Velha	Albergaria-a-Velha	-8.47944	40.69287	24146			Portugal	a2222b56	a2222b56
a1904013	StateAdminArea	2344915	Alberta	Alberta	-114.99993	54.49857	4067175			Canada	91a4263f	91a4263f
4c6eca91	CityTown		Albufeira	Albufeira	-8.245833	37.08972						
d693268d	CityTown|CountyAdminArea	735581	Alcanena	Alcanena	-8.66722	39.45927	14334	Santarém, Portugal	9f5562f7	Portugal	a2222b56	9f5562f7
1810242f	CityTown|CountyAdminArea	735621	Alcochete	Alcochete	-8.96055	38.75285	10120	Setúbal	5bd8731f	Portugal	a2222b56	5bd8731f
2d588659	CountyAdminArea	12588714	Alcona County, Michigan	Alcona_County,_Michigan	-83.57952	44.68418	10405	Michigan	12ff3a85	United States	f4aa12bb	12ff3a85
c689dbab	CountyAdminArea	12588885	Alcorn County, Mississippi	Alcorn_County,_Mississippi	-88.59359	34.87593	36953	Mississippi	264d2a09	United States	f4aa12bb	264d2a09
f644ff89	CityTown|CountyAdminArea	735810	Alenquer, Portugal	Alenquer,_Portugal	-9.01035	39.05531	34219			Portugal	a2222b56	a2222b56
7344235b	CountyAdminArea	12587554	Aleutians East Borough, Alaska	Aleutians_East_Borough,_Alaska	-162.4062	55.19313	3337	Alaska	b73c0248	United States	f4aa12bb	b73c0248
de24a9fb	CountyAdminArea	12587555	Aleutians West Census Area, Alaska	Aleutians_West_Census_Area,_Alaska	-167.031	53.6252	5634	Alaska	b73c0248	United States	f4aa12bb	b73c0248
f898a03e	CountyAdminArea	12588079	Alexander County, Illinois	Alexander_County,_Illinois	-89.32691	37.15286	5761	Illinois	33204009	United States	f4aa12bb	33204009
b36c6c36	CountyAdminArea	12589375	Alexander County, North Carolina	Alexander_County,_North_Carolina	-81.17377	35.91243	37497	North Carolina	2a863897	United States	f4aa12bb	2a863897
ede79b9f	CityTown|CountyAdminArea	12590306	Alexandria, Virginia	Alexandria,_Virginia	-77.09015	38.81841	159428	Virginia	b8fc73b9	United States	f4aa12bb	b8fc73b9
3be3ee21	CountyAdminArea	12589616	Alfalfa County, Oklahoma	Alfalfa_County,_Oklahoma	-98.32459	36.731	5702	Oklahoma	ca8120a2	United States	f4aa12bb	ca8120a2
c2160e3d	CountyAdminArea	12588715	Alger County, Michigan	Alger_County,_Michigan	-86.49035	46.42458	9108	Michigan	12ff3a85	United States	f4aa12bb	12ff3a85
cecc1f67	Country	23424740	Algeria	Algeria	1.65284	28.02688	42228429					1713c6c2
e384ad25	CountyAdminArea	12588274	Allamakee County, Iowa	Allamakee_County,_Iowa	-91.33435	43.29046	13687	Iowa	12a2001f	United States	f4aa12bb	12a2001f
0d67f0d1	CountyAdminArea	12588716	Allegan County, Michigan	Allegan_County,_Michigan	-85.90841	42.59387	118081	Michigan	12ff3a85	United States	f4aa12bb	12ff3a85
35039e43	CountyAdminArea	12588676	Allegany County, Maryland	Allegany_County,_Maryland	-78.69003	39.58089	70416	Maryland	9a2d1dc0	United States	f4aa12bb	9a2d1dc0
9350652c	CountyAdminArea	12589313	Allegany County, New York	Allegany_County,_New_York	-78.01634	42.25997	46091	New York (state)	f7a12080	United States	f4aa12bb	f7a12080
02b9ceee	CountyAdminArea	12589376	Alleghany County, North Carolina	Alleghany_County,_North_Carolina	-81.12743	36.47046	11137	North Carolina	2a863897	United States	f4aa12bb	2a863897
50d4bedb	CountyAdminArea	12590307	Alleghany County, Virginia	Alleghany_County,_Virginia	-79.95635	37.77996	14860	Virginia	b8fc73b9	United States	f4aa12bb	b8fc73b9
64ac3a1a	CountyAdminArea	12589729	Allegheny County, Pennsylvania	Allegheny_County,_Pennsylvania	-80.02488	40.43444	1216045	Pennsylvania	08e34ff1	United States	f4aa12bb	08e34ff1
1c57cb26	CountyAdminArea	12588181	Allen County, Indiana	Allen_County,_Indiana	-85.07063	41.09369	379299	Indiana	2e86d5a1	United States	f4aa12bb	2e86d5a1
83b79d1f	CountyAdminArea	12588371	Allen County, Kansas	Allen_County,_Kansas	-95.3017	37.8855	12369	Kansas	2d125485	United States	f4aa12bb	2d125485
e92ebe94	CountyAdminArea	12588477	Allen County, Kentucky	Allen_County,_Kentucky	-86.18398	36.78211	21315	Kentucky	c32ba685	United States	f4aa12bb	c32ba685
0371a58f	CountyAdminArea	12589528	Allen County, Ohio	Allen_County,_Ohio	-84.13861	40.78175	102351	Ohio	d74c75f2	United States	f4aa12bb	d74c75f2
b5f0c9a5	CountyAdminArea	12588597	Allen Parish, Louisiana	Allen_Parish,_Louisiana	-92.85709	30.66124	25627	Louisiana	d8434284	United States	f4aa12bb	d8434284
a9cf5d6a	CountyAdminArea	12589802	Allendale County, South Carolina	Allendale_County,_South_Carolina	-81.34794	32.95154	8688	South Carolina	540d0a4b	United States	f4aa12bb	540d0a4b
6106a521	CityTown|CountyAdminArea		Almada	Almada	-9.158333	38.68028						
b3ffd24b	CityTown	735915	Almeida, Portugal	Almeida,_Portugal	-6.90559	40.72465	10021			Portugal	a2222b56	a2222b56
0b36c4fd	CityTown|CountyAdminArea	735921	Almeirim	Almeirim	-8.63049	39.20943	21307	Santarém, Portugal	9f5562f7	Portugal	a2222b56	9f5562f7
a22431e8	CountyAdminArea	12588717	Alpena County, Michigan	Alpena_County,_Michigan	-83.57528	45.03184	28405	Michigan	12ff3a85	United States	f4aa12bb	12ff3a85
b42623c8	CountyAdminArea	12587671	Alpine County, California	Alpine_County,_California	-119.80731	38.63066	1129	California	2902c400	United States	f4aa12bb	2902c400
ee448a31	CountyAdminArea	12587672	Amador County, California	Amador_County,_California	-120.55011	38.4617	39752	California	2902c400	United States	f4aa12bb	2902c400
68386789	CityTown|CountyAdminArea	736078	Amadora	Amadora	-9.23785	38.75931	182673			Portugal	a2222b56	a2222b56
9177145c	CityTown|CountyAdminArea	736080	Amarante, Portugal	Amarante,_Portugal	-8.08063	41.27308	55475			Portugal	a2222b56	a2222b56
a034d5e7	CityTown|CountyAdminArea	736085	Amares	Amares	-8.34939	41.63051	16627			Portugal	a2222b56	a2222b56
b303a231	StateAdminArea	2344847	Amazonas (Brazilian state)	Amazonas_(Brazilian_state)	-64.94689	-3.79107	3483985			Brazil	618cd974	618cd974
14acdbb0	CountyAdminArea	12590308	Amelia County, Virginia	Amelia_County,_Virginia	-77.9497	37.34515	13145	Virginia	b8fc73b9	United States	f4aa12bb	b8fc73b9
e1b4d3eb	StateAdminArea	23424746	American Samoa	American_Samoa	-170.70238	-14.30996	55465			United States	f4aa12bb	f4aa12bb
a85c3f19	CountyAdminArea	12590309	Amherst County, Virginia	Amherst_County,_Virginia	-79.15286	37.6009	31605	Virginia	b8fc73b9	United States	f4aa12bb	b8fc73b9
d9446149	CountyAdminArea	12588886	Amite County, Mississippi	Amite_County,_Mississippi	-90.82151	31.17437	12297	Mississippi	264d2a09	United States	f4aa12bb	264d2a09
27ed841d	CityTown|CountyAdminArea	736189	Anadia, Portugal	Anadia,_Portugal	-8.43452	40.44099	28952			Portugal	a2222b56	a2222b56
b873dad2	CityTown|CountyAdminArea	2354490	Anchorage, Alaska	Anchorage,_Alaska	-149.4403	61.14348	288000	Alaska	b73c0248	United States	f4aa12bb	b73c0248
39fbf31b	StateAdminArea	12578029	Andalusia	Andalusia	-4.57493	37.36478	8388107			Spain	3e596022	3e596022
7e04d621	StateAdminArea	2345739	Andaman and Nicobar Islands	Andaman_and_Nicobar_Islands	92.82391	12.62794	380520			India	beea9395	beea9395
5a54aa59	CountyAdminArea	12588372	Anderson County, Kansas	Anderson_County,_Kansas	-95.29194	38.21401	7858	Kansas	2d125485	United States	f4aa12bb	2d125485
b5bce453	CountyAdminArea	12588478	Anderson County, Kentucky	Anderson_County,_Kentucky	-84.98307	38.00691	22747	Kentucky	c32ba685	United States	f4aa12bb	c32ba685
ac17bb58	CountyAdminArea	12589803	Anderson County, South Carolina	Anderson_County,_South_Carolina	-82.65263	34.51396	202558	South Carolina	540d0a4b	United States	f4aa12bb	540d0a4b
b39b0793	CountyAdminArea	12589912	Anderson County, Tennessee	Anderson_County,_Tennessee	-84.1959	36.10551	76978	Tennessee	487c4d03	United States	f4aa12bb	487c4d03
80360eb3	CountyAdminArea	12590007	Anderson County, Texas	Anderson_County,_Texas	-95.66181	31.79403	57735	Texas	0722e674	United States	f4aa12bb	0722e674
ea12646e	StateAdminArea	2345740	Andhra Pradesh	Andhra_Pradesh	80.7636	16.271	75727541			India	beea9395	beea9395
02c7550e	Country	23424744	Andorra	Andorra	1.60021	42.54237	77006					1713c6c2
265c6149	CountyAdminArea	12588967	Andrew County, Missouri	Andrew_County,_Missouri	-94.83173	39.97486	17712	Missouri	2fa59461	United States	f4aa12bb	2fa59461
75078615	CountyAdminArea	12590008	Andrews County, Texas	Andrews_County,_Texas	-102.63785	32.30499	18705	Texas	0722e674	United States	f4aa12bb	0722e674
bdc8b861	CountyAdminArea	12588660	Androscoggin County, Maine	Androscoggin_County,_Maine	-70.23958	44.19707	108277	Maine	57253146	United States	f4aa12bb	57253146
4b1bcb6e	CountyAdminArea	12590009	Angelina County, Texas	Angelina_County,_Texas	-94.56762	31.27649	86715	Texas	0722e674	United States	f4aa12bb	0722e674
4795fbaf	Country	23424745	Angola	Angola	17.90721	-11.94184	30809762					1713c6c2
e2845aac	Country|Island	23424751	Anguilla	Anguilla	-63.07213	18.22512	18090					1713c6c2
70c674df	CountyAdminArea	12588677	Anne Arundel County, Maryland	Anne_Arundel_County,_Maryland	-76.63451	38.88823	579234	Maryland	9a2d1dc0	United States	f4aa12bb	9a2d1dc0
d155d2b5	CountyAdminArea	12588798	Anoka County, Minnesota	Anoka_County,_Minnesota	-93.26563	45.22501	356921	Minnesota	11f1fa88	United States	f4aa12bb	11f1fa88
cbe088aa	CountyAdminArea	12589377	Anson County, North Carolina	Anson_County,_North_Carolina	-80.08448	35.00893	24446	North Carolina	2a863897	United States	f4aa12bb	2a863897
305cfa80	CountyAdminArea	12589139	Antelope County, Nebraska	Antelope_County,_Nebraska	-98.067	42.17632	6298	Nebraska	99e8e943	United States	f4aa12bb	99e8e943
25c3e15d	Country	23424737	Antigua and Barbuda	Antigua_and_Barbuda	-61.78942	17.08602	96286					1713c6c2
51db517f	CityTown	349862	Antofagasta	Antofagasta	-70.39276	-23.63125	228408	Antofagasta Region	bd01622f	Chile	56d89b84	bd01622f
bd01622f	StateAdminArea	2345020	Antofagasta Region	Antofagasta_Region	-68.86211	-23.50917	599335			Chile	56d89b84	56d89b84
4d99e95d	CountyAdminArea	12588718	Antrim County, Michigan	Antrim_County,_Michigan	-85.14545	45.01042	23324	Michigan	12ff3a85	United States	f4aa12bb	12ff3a85
20fc9474	StateAdminArea	7153348	Aosta Valley	Aosta_Valley	7.37038	45.7275	126933			Italy	09edd772	09edd772
29697497	CountyAdminArea	12587580	Apache County, Arizona	Apache_County,_Arizona	-109.52289	35.23746	71887	Arizona	69f80530	United States	f4aa12bb	69f80530
53370ed8	CountyAdminArea	12588275	Appanoose County, Iowa	Appanoose_County,_Iowa	-92.86777	40.74138	12426	Iowa	12a2001f	United States	f4aa12bb	12a2001f
b511133c	CountyAdminArea	12587870	Appling County, Georgia	Appling_County,_Georgia	-82.2992	31.71765	18386	Georgia	713f340f	United States	f4aa12bb	713f340f
3c649f7d	CountyAdminArea	12590310	Appomattox County, Virginia	Appomattox_County,_Virginia	-78.86704	37.37723	15911	Virginia	b8fc73b9	United States	f4aa12bb	b8fc73b9
ccb8daad	StateAdminArea	7153342	Apulia	Apulia	16.727	40.8699	4063888			Italy	09edd772	09edd772
6423cced	CityTown|StateAdminArea	12578030	Aragon	Aragon	-0.7017	41.38597	1308563			Spain	3e596022	3e596022
7e90468e	CountyAdminArea	12590010	Aransas County, Texas	Aransas_County,_Texas	-97.02557	28.11013	23510	Texas	0722e674	United States	f4aa12bb	0722e674
1e81bce8	CountyAdminArea	12587730	Arapahoe County, Colorado	Arapahoe_County,_Colorado	-104.3817	39.6521	656590	Colorado	dd0a216b	United States	f4aa12bb	dd0a216b
5423cabe	StateAdminArea	2345021	Araucanía Region	Araucan%C3%ADa_Region	-72.17557	-38.60331	938626			Chile	56d89b84	56d89b84
d3d9f403	CountyAdminArea	12590011	Archer County, Texas	Archer_County,_Texas	-98.68741	33.61566	8553	Texas	0722e674	United States	f4aa12bb	0722e674
74b1fdea	CountyAdminArea	12587731	Archuleta County, Colorado	Archuleta_County,_Colorado	-106.97961	37.20771	14029	Colorado	dd0a216b	United States	f4aa12bb	dd0a216b
57064d36	CityTown	736309	Arcos de Valdevez	Arcos_de_Valdevez	-8.41656	41.84746	26345			Portugal	a2222b56	a2222b56
ffa7dfb1	CountyAdminArea	12588719	Arenac County, Michigan	Arenac_County,_Michigan	-83.86536	44.03699	14883	Michigan	12ff3a85	United States	f4aa12bb	12ff3a85
c1a63a71	CityTown|CountyAdminArea	736375	Arganil	Arganil	-8.05363	40.21924	13878			Portugal	a2222b56	Coimbra_District
34da8961	Country	23424747	Argentina	Argentina	-63.5848	-37.0907	44494502					1713c6c2
9593eb68	StateAdminArea	56043702	Arica y Parinacota Region	Arica_y_Parinacota_Region	-69.6417	-18.36454	428594			Chile	56d89b84	56d89b84
69f80530	StateAdminArea	2347561	Arizona	Arizona	-111.66473	34.29302	7278717			United States	f4aa12bb	f4aa12bb
23c77423	StateAdminArea	2347562	Arkansas	Arkansas	-92.43864	34.89978	3017804			United States	f4aa12bb	f4aa12bb
da8448ae	CountyAdminArea	12587595	Arkansas County, Arkansas	Arkansas_County,_Arkansas	-91.38188	34.24459	17486	Arkansas	23c77423	United States	f4aa12bb	23c77423
8ad85015	CityTown|CountyAdminArea	12590311	Arlington County, Virginia	Arlington_County,_Virginia	-77.10219	38.88091	236842	Virginia	b8fc73b9	United States	f4aa12bb	b8fc73b9
6ce49012	Country	23424743	Armenia	Armenia	45.03989	40.06617	2951776					1713c6c2
309e0972	CountyAdminArea	12589730	Armstrong County, Pennsylvania	Armstrong_County,_Pennsylvania	-79.45153	40.84766	64735	Pennsylvania	08e34ff1	United States	f4aa12bb	08e34ff1
4ad15154	CountyAdminArea	12590012	Armstrong County, Texas	Armstrong_County,_Texas	-101.35765	34.96575	1887	Texas	0722e674	United States	f4aa12bb	0722e674
00a4403b	CountyAdminArea	12588661	Aroostook County, Maine	Aroostook_County,_Maine	-68.30376	46.51636	67055	Maine	57253146	United States	f4aa12bb	57253146
87a3840f	CityTown|CountyAdminArea	736470	Arouca, Portugal	Arouca,_Portugal	-8.24584	40.92858	23923			Portugal	a2222b56	a2222b56
53a901f9	CityTown	736538	Arruda dos Vinhos	Arruda_dos_Vinhos	-9.0791	38.98002	9577			Portugal	a2222b56	a2222b56
ad99992a	CountyAdminArea	12589140	Arthur County, Nebraska	Arthur_County,_Nebraska	-101.69586	41.56905	463	Nebraska	99e8e943	United States	f4aa12bb	99e8e943
26a875c1	Country|Island	23424736	Aruba	Aruba	-69.96399	12.51835	105845					1713c6c2
8778e941	StateAdminArea	2345763	Arunachal Pradesh	Arunachal_Pradesh	94.48517	28.04432	1382611			India	beea9395	beea9395
ca97bda6	CountyAdminArea	12588598	Ascension Parish, Louisiana	Ascension_Parish,_Louisiana	-90.85031	30.2048	126604	Louisiana	d8434284	United States	f4aa12bb	d8434284
f90b7eab	CountyAdminArea	12589378	Ashe County, North Carolina	Ashe_County,_North_Carolina	-81.49292	36.4143	27203	North Carolina	2a863897	United States	f4aa12bb	2a863897
0e741e0a	CountyAdminArea	12589529	Ashland County, Ohio	Ashland_County,_Ohio	-82.28093	40.81027	53484	Ohio	d74c75f2	United States	f4aa12bb	d74c75f2
2918b687	CountyAdminArea	12590535	Ashland County, Wisconsin	Ashland_County,_Wisconsin	-90.61379	46.34384	15562	Wisconsin	a5a6fe10	United States	f4aa12bb	a5a6fe10
80d79229	CountyAdminArea	12587596	Ashley County, Arkansas	Ashley_County,_Arkansas	-91.80056	33.2023	19657	Arkansas	23c77423	United States	f4aa12bb	23c77423
87a190e6	CountyAdminArea	12589530	Ashtabula County, Ohio	Ashtabula_County,_Ohio	-80.76123	41.7379	97241	Ohio	d74c75f2	United States	f4aa12bb	d74c75f2
044bdaf8	CountyAdminArea	12590441	Asotin County, Washington	Asotin_County,_Washington	-117.1981	46.22904	22582	Washington	4211c98d	United States	f4aa12bb	4211c98d
dd68b46e	StateAdminArea	2345741	Assam	Assam	92.85448	26.05573	31169272			India	beea9395	beea9395
37a14513	CountyAdminArea	12588599	Assumption Parish, Louisiana	Assumption_Parish,_Louisiana	-91.07265	29.85366	21891	Louisiana	d8434284	United States	f4aa12bb	d8434284
13867d33	CountyAdminArea|StateAdminArea	23388417	Asturias	Asturias	-5.84598	43.27089	1062998			Spain	3e596022	3e596022
abc66e3c	StateAdminArea	2345022	Atacama Region	Atacama_Region	-69.90121	-27.40483	300000			Chile	56d89b84	56d89b84
438ae5d3	CountyAdminArea	12590013	Atascosa County, Texas	Atascosa_County,_Texas	-98.45173	28.93164	51153	Texas	0722e674	United States	f4aa12bb	0722e674
60a8ea81	CountyAdminArea	12588373	Atchison County, Kansas	Atchison_County,_Kansas	-95.26955	39.53578	16073	Kansas	2d125485	United States	f4aa12bb	2d125485
714ade71	CountyAdminArea	12588968	Atchison County, Missouri	Atchison_County,_Missouri	-95.47592	40.42357	5143	Missouri	2fa59461	United States	f4aa12bb	2fa59461
f4e5110a	CountyAdminArea	12589531	Athens County, Ohio	Athens_County,_Ohio	-82.01009	39.36835	65327	Ohio	d74c75f2	United States	f4aa12bb	d74c75f2
54cd65ac	CountyAdminArea	12587871	Atkinson County, Georgia	Atkinson_County,_Georgia	-82.88521	31.30174	8165	Georgia	713f340f	United States	f4aa12bb	713f340f
3ab6dfda	CountyAdminArea	12589258	Atlantic County, New Jersey	Atlantic_County,_New_Jersey	-74.68127	39.50927	263670	New Jersey	8fdbe72c	United States	f4aa12bb	8fdbe72c
c04a76b4	CountyAdminArea	12589617	Atoka County, Oklahoma	Atoka_County,_Oklahoma	-96.03964	34.41855	13758	Oklahoma	ca8120a2	United States	f4aa12bb	ca8120a2
55cc1111	CountyAdminArea	12588887	Attala County, Mississippi	Attala_County,_Mississippi	-89.64168	33.08279	18174	Mississippi	264d2a09	United States	f4aa12bb	264d2a09
eb21fab2	CountyAdminArea	12588969	Audrain County, Missouri	Audrain_County,_Missouri	-91.86159	39.20361	25388	Missouri	2fa59461	United States	f4aa12bb	2fa59461
9a634509	CountyAdminArea	12588276	Audubon County, Iowa	Audubon_County,_Iowa	-94.89696	41.68377	5496	Iowa	12a2001f	United States	f4aa12bb	12a2001f
168317c5	CountyAdminArea	12589532	Auglaize County, Ohio	Auglaize_County,_Ohio	-84.16799	40.52033	45656	Ohio	d74c75f2	United States	f4aa12bb	d74c75f2
da2d67b8	CountyAdminArea	12590312	Augusta County, Virginia	Augusta_County,_Virginia	-79.14107	38.1798	75558	Virginia	b8fc73b9	United States	f4aa12bb	b8fc73b9
5d1a6500	CountyAdminArea	12589846	Aurora County, South Dakota	Aurora_County,_South_Dakota	-98.56413	43.71814	2751	South Dakota	d3a484f3	United States	f4aa12bb	d3a484f3
930dab5f	CountyAdminArea	12590014	Austin County, Texas	Austin_County,_Texas	-96.31314	29.84934	30032	Texas	0722e674	United States	f4aa12bb	0722e674
8a7ed673	Country	23424748	Australia	Australia	133.398	-24.9121	24982688					1713c6c2
43e64f0c	StateAdminArea	2344699	Australian Capital Territory	Australian_Capital_Territory	149.0025	-35.48879	428060			Australia	8a7ed673	8a7ed673
a4da20c4	Country	23424750	Austria	Austria	13.34577	47.69651	8840521					1713c6c2
7a903b4b	CountyAdminArea	12587487	Autauga County, Alabama	Autauga_County,_Alabama	-86.66611	32.50771	55869	Alabama	ffba01d8	United States	f4aa12bb	ffba01d8
c174e903	StateAdminArea		Autonomous Province of Kosovo and Metohija	Autonomous_Province_of_Kosovo_and_Metohija	21.166668	42.666668	1780021			Serbia	b2cd7264	b2cd7264
50246b0c	CityTown		Aveiro, Portugal	Aveiro,_Portugal	-8.65	40.63333						
2b206d9a	CountyAdminArea	12589379	Avery County, North Carolina	Avery_County,_North_Carolina	-81.90831	36.09929	17557	North Carolina	2a863897	United States	f4aa12bb	2a863897
23fe4a45	CountyAdminArea	12588600	Avoyelles Parish, Louisiana	Avoyelles_Parish,_Louisiana	-91.97911	31.09626	40144	Louisiana	d8434284	United States	f4aa12bb	d8434284
575a0a70	StateAdminArea		Aysén Region	Ays%C3%A9n_Region	-72.06611	-43.57	102317			Chile	56d89b84	56d89b84
cc4bbe71	CityTown	736688	Azambuja	Azambuja	-8.87133	39.06813	19557			Portugal	a2222b56	a2222b56
071f1013	Country	23424741	Azerbaijan	Azerbaijan	47.68707	40.15134	9939800					1713c6c2
19e51806	CountyAdminArea	12587732	Baca County, Colorado	Baca_County,_Colorado	-102.56451	37.31864	3581	Colorado	dd0a216b	United States	f4aa12bb	dd0a216b
20ed9f15	CountyAdminArea	12587872	Bacon County, Georgia	Bacon_County,_Georgia	-82.42746	31.56383	11164	Georgia	713f340f	United States	f4aa12bb	713f340f
dfb3ad0b	StateAdminArea	2345481	Baden-Württemberg	Baden-W%C3%BCrttemberg	9.0036	48.66181	11023424			Germany	e9f374b9	e9f374b9
2e5eafe4	StateAdminArea	2344848	Bahia	Bahia	-41.9952	-13.442	14016906			Brazil	618cd974	618cd974
d5e18e0f	Country|Island	23424753	Bahrain	Bahrain	50.5485	26.02475	1569439					1713c6c2
